0,1,Label,Entry Name,Annotation,Species
0.99778,0.0022200213,-1,XBS28458.1,Unavailable,Clostridium autoethanogenum
0.9995534,0.00044665072,-1,XBS28442.1,Unavailable,Clostridium autoethanogenum
0.99968946,0.00031053644,-1,XBS28450.1,Unavailable,Clostridium autoethanogenum
0.95815086,0.041849166,-1,XBS28444.1,Unavailable,Clostridium autoethanogenum
0.9992749,0.00072512863,-1,XBS28449.1,Unavailable,Clostridium autoethanogenum
0.9983334,0.0016665885,-1,XBS28446.1,Unavailable,Clostridium autoethanogenum
0.99940777,0.00059218897,-1,XBS28452.1,Unavailable,Clostridium autoethanogenum
0.9993144,0.0006855945,-1,XBS28454.1,Unavailable,Clostridium autoethanogenum
0.99967897,0.0003210785,-1,XBS28453.1,Unavailable,Clostridium autoethanogenum
0.9992061,0.0007938595,-1,XBS28465.1,Unavailable,Clostridium autoethanogenum
0.9987577,0.0012422308,-1,XBS28479.1,Unavailable,Clostridium autoethanogenum
0.99883693,0.00116304,-1,XBS28474.1,Unavailable,Clostridium autoethanogenum
0.9985247,0.0014752655,-1,XBS28484.1,Unavailable,Clostridium autoethanogenum
0.99963033,0.00036959435,-1,XBS28472.1,Unavailable,Clostridium autoethanogenum
0.9995296,0.00047041566,-1,XBS28481.1,Unavailable,Clostridium autoethanogenum
0.9982333,0.0017666327,-1,XBS28473.1,Unavailable,Clostridium autoethanogenum
0.99759716,0.002402863,-1,XBS28478.1,Unavailable,Clostridium autoethanogenum
0.9990701,0.0009299043,-1,XBS28470.1,Unavailable,Clostridium autoethanogenum
0.99951816,0.00048189357,-1,XBS28469.1,Unavailable,Clostridium autoethanogenum
0.99896,0.0010400183,-1,XBS28475.1,Unavailable,Clostridium autoethanogenum
0.9991347,0.000865333,-1,XBS28468.1,Unavailable,Clostridium autoethanogenum
0.9988518,0.0011482127,-1,XBS28477.1,Unavailable,Clostridium autoethanogenum
0.99825233,0.0017476025,-1,XBS28483.1,Unavailable,Clostridium autoethanogenum
0.99845207,0.0015479546,-1,XBS28467.1,Unavailable,Clostridium autoethanogenum
0.99925286,0.0007471609,-1,XBS28476.1,Unavailable,Clostridium autoethanogenum
0.99929667,0.0007033421,-1,XBS28464.1,Unavailable,Clostridium autoethanogenum
0.9970878,0.0029122126,-1,XBS30422.1,Unavailable,Clostridium autoethanogenum
0.9989956,0.0010043841,-1,XBS28462.1,Unavailable,Clostridium autoethanogenum
0.9911175,0.0088825645,-1,XBS28485.1,Unavailable,Clostridium autoethanogenum
0.99822265,0.0017773242,-1,XBS28480.1,Unavailable,Clostridium autoethanogenum
0.9992975,0.0007024444,-1,XBS28471.1,Unavailable,Clostridium autoethanogenum
0.9967495,0.003250524,-1,XBS28466.1,Unavailable,Clostridium autoethanogenum
0.9970503,0.0029496565,-1,XBS28482.1,Unavailable,Clostridium autoethanogenum
0.99933654,0.000663431,-1,XBS28463.1,Unavailable,Clostridium autoethanogenum
0.99942756,0.0005724469,-1,XBS28492.1,Unavailable,Clostridium autoethanogenum
0.99812156,0.0018784729,-1,XBS28488.1,Unavailable,Clostridium autoethanogenum
0.9988752,0.0011248201,-1,XBS28503.1,Unavailable,Clostridium autoethanogenum
0.99856335,0.0014366889,-1,XBS28497.1,Unavailable,Clostridium autoethanogenum
0.9988782,0.0011218126,-1,XBS28500.1,Unavailable,Clostridium autoethanogenum
0.9992798,0.0007201726,-1,XBS28501.1,Unavailable,Clostridium autoethanogenum
0.99923265,0.0007673428,-1,XBS28495.1,Unavailable,Clostridium autoethanogenum
0.99914443,0.00085556705,-1,XBS28505.1,Unavailable,Clostridium autoethanogenum
0.9959046,0.004095405,-1,XBS28489.1,Unavailable,Clostridium autoethanogenum
0.99858886,0.001411162,-1,XBS28490.1,Unavailable,Clostridium autoethanogenum
0.9990351,0.0009649248,-1,XBS28491.1,Unavailable,Clostridium autoethanogenum
0.99936527,0.00063477753,-1,XBS28504.1,Unavailable,Clostridium autoethanogenum
0.9991359,0.00086411973,-1,XBS28499.1,Unavailable,Clostridium autoethanogenum
0.99878293,0.0012170768,-1,XBS28494.1,Unavailable,Clostridium autoethanogenum
0.99893755,0.0010624342,-1,XBS28506.1,Unavailable,Clostridium autoethanogenum
0.9996433,0.00035661887,-1,XBS28507.1,Unavailable,Clostridium autoethanogenum
0.99904805,0.00095196674,-1,XBS28498.1,Unavailable,Clostridium autoethanogenum
0.9989209,0.0010790916,-1,XBS28496.1,Unavailable,Clostridium autoethanogenum
0.9988399,0.0011600913,-1,XBS28487.1,Unavailable,Clostridium autoethanogenum
0.9994804,0.0005196247,-1,XBS28486.1,Unavailable,Clostridium autoethanogenum
0.99541605,0.004583966,-1,XBS28493.1,Unavailable,Clostridium autoethanogenum
0.99889,0.0011100188,-1,XBS28509.1,Unavailable,Clostridium autoethanogenum
0.9946127,0.0053873667,-1,XBS30288.1,Unavailable,Clostridium autoethanogenum
0.9846779,0.015322138,-1,XBS28502.1,Unavailable,Clostridium autoethanogenum
0.99913687,0.0008631713,-1,XBS28508.1,Unavailable,Clostridium autoethanogenum
0.99932647,0.0006735241,-1,XBS28518.1,Unavailable,Clostridium autoethanogenum
0.9987626,0.0012373556,-1,XBS28531.1,Unavailable,Clostridium autoethanogenum
0.99818486,0.001815165,-1,XBS28532.1,Unavailable,Clostridium autoethanogenum
0.99949694,0.0005030137,-1,XBS28511.1,Unavailable,Clostridium autoethanogenum
0.99954957,0.00045039412,-1,XBS28514.1,Unavailable,Clostridium autoethanogenum
0.99932516,0.0006748825,-1,XBS28517.1,Unavailable,Clostridium autoethanogenum
0.9993753,0.00062477175,-1,XBS28527.1,Unavailable,Clostridium autoethanogenum
0.9993344,0.00066559255,-1,XBS28530.1,Unavailable,Clostridium autoethanogenum
0.9994153,0.0005846827,-1,XBS28516.1,Unavailable,Clostridium autoethanogenum
0.99888176,0.0011182458,-1,XBS28519.1,Unavailable,Clostridium autoethanogenum
0.998777,0.0012230589,-1,XBS28534.1,Unavailable,Clostridium autoethanogenum
0.997995,0.0020050262,-1,XBS28521.1,Unavailable,Clostridium autoethanogenum
0.997995,0.0020050262,-1,XBS28528.1,Unavailable,Clostridium autoethanogenum
0.9987722,0.0012278202,-1,XBS28520.1,Unavailable,Clostridium autoethanogenum
0.9990374,0.0009626517,-1,XBS28522.1,Unavailable,Clostridium autoethanogenum
0.9993401,0.00065985095,-1,XBS28533.1,Unavailable,Clostridium autoethanogenum
0.9994566,0.0005433724,-1,XBS28526.1,Unavailable,Clostridium autoethanogenum
0.9994261,0.00057384785,-1,XBS28529.1,Unavailable,Clostridium autoethanogenum
0.99946684,0.00053319096,-1,XBS28515.1,Unavailable,Clostridium autoethanogenum
0.99745756,0.0025425062,-1,XBS28523.1,Unavailable,Clostridium autoethanogenum
0.9983089,0.0016910572,-1,XBS28525.1,Unavailable,Clostridium autoethanogenum
0.9983931,0.0016068269,-1,XBS28512.1,Unavailable,Clostridium autoethanogenum
0.99899644,0.0010035984,-1,XBS28510.1,Unavailable,Clostridium autoethanogenum
0.9933114,0.0066886516,-1,XBS28524.1,Unavailable,Clostridium autoethanogenum
0.99652326,0.0034767464,-1,XBS28513.1,Unavailable,Clostridium autoethanogenum
0.9984059,0.0015941405,-1,XBS28547.1,Unavailable,Clostridium autoethanogenum
0.9993881,0.0006118844,-1,XBS28539.1,Unavailable,Clostridium autoethanogenum
0.9618183,0.03818167,-1,XBS28544.1,Unavailable,Clostridium autoethanogenum
0.9989629,0.0010371092,-1,XBS28538.1,Unavailable,Clostridium autoethanogenum
0.9978078,0.0021921704,-1,XBS28537.1,Unavailable,Clostridium autoethanogenum
0.9990226,0.0009774258,-1,XBS28557.1,Unavailable,Clostridium autoethanogenum
0.99933004,0.00066995894,-1,XBS28551.1,Unavailable,Clostridium autoethanogenum
0.9985537,0.0014463436,-1,XBS28559.1,Unavailable,Clostridium autoethanogenum
0.99943227,0.0005676826,-1,XBS28540.1,Unavailable,Clostridium autoethanogenum
0.99898857,0.0010113991,-1,XBS28556.1,Unavailable,Clostridium autoethanogenum
0.99644166,0.0035582741,-1,XBS28536.1,Unavailable,Clostridium autoethanogenum
0.99879766,0.0012023194,-1,XBS28543.1,Unavailable,Clostridium autoethanogenum
0.9983878,0.0016122166,-1,XBS28558.1,Unavailable,Clostridium autoethanogenum
0.99727374,0.002726311,-1,XBS28545.1,Unavailable,Clostridium autoethanogenum
0.99852103,0.0014789395,-1,XBS28549.1,Unavailable,Clostridium autoethanogenum
0.9996238,0.0003762426,-1,XBS28554.1,Unavailable,Clostridium autoethanogenum
0.999493,0.00050698104,-1,XBS28546.1,Unavailable,Clostridium autoethanogenum
0.9688561,0.031143855,-1,XBS28535.1,Unavailable,Clostridium autoethanogenum
0.9991295,0.00087053364,-1,XBS28550.1,Unavailable,Clostridium autoethanogenum
0.99965096,0.0003490309,-1,XBS28542.1,Unavailable,Clostridium autoethanogenum
0.9987741,0.0012258755,-1,XBS28541.1,Unavailable,Clostridium autoethanogenum
0.9987581,0.0012418932,-1,XBS28552.1,Unavailable,Clostridium autoethanogenum
0.99822813,0.0017718736,-1,XBS28555.1,Unavailable,Clostridium autoethanogenum
0.9991013,0.0008987027,-1,XBS28548.1,Unavailable,Clostridium autoethanogenum
0.9986326,0.001367317,-1,XBS28553.1,Unavailable,Clostridium autoethanogenum
0.9993025,0.00069753965,-1,XBS28582.1,Unavailable,Clostridium autoethanogenum
0.99916685,0.00083312695,-1,XBS28577.1,Unavailable,Clostridium autoethanogenum
0.9981223,0.001877755,-1,XBS28581.1,Unavailable,Clostridium autoethanogenum
0.9989323,0.001067686,-1,XBS28583.1,Unavailable,Clostridium autoethanogenum
0.9986369,0.001363037,-1,XBS28572.1,Unavailable,Clostridium autoethanogenum
0.99923766,0.0007623963,-1,XBS28570.1,Unavailable,Clostridium autoethanogenum
0.9990294,0.0009705643,-1,XBS28578.1,Unavailable,Clostridium autoethanogenum
0.9989807,0.001019238,-1,XBS28562.1,Unavailable,Clostridium autoethanogenum
0.99859065,0.001409346,-1,XBS28568.1,Unavailable,Clostridium autoethanogenum
0.9993912,0.0006087842,-1,XBS28565.1,Unavailable,Clostridium autoethanogenum
0.9994522,0.0005478308,-1,XBS28569.1,Unavailable,Clostridium autoethanogenum
0.9992555,0.0007445346,-1,XBS28564.1,Unavailable,Clostridium autoethanogenum
0.9985196,0.0014804135,-1,XBS28580.1,Unavailable,Clostridium autoethanogenum
0.9994966,0.00050344784,-1,XBS28574.1,Unavailable,Clostridium autoethanogenum
0.9995517,0.0004483111,-1,XBS28566.1,Unavailable,Clostridium autoethanogenum
0.99943525,0.00056474574,-1,XBS28561.1,Unavailable,Clostridium autoethanogenum
0.99579597,0.004204009,-1,XBS28571.1,Unavailable,Clostridium autoethanogenum
0.31943265,0.6805674,-1,XBS28573.1,Unavailable,Clostridium autoethanogenum
0.9988506,0.0011493799,-1,XBS28576.1,Unavailable,Clostridium autoethanogenum
0.9993297,0.0006703034,-1,XBS28563.1,Unavailable,Clostridium autoethanogenum
0.99531966,0.004680356,-1,XBS28560.1,Unavailable,Clostridium autoethanogenum
0.99889946,0.001100518,-1,XBS30289.1,Unavailable,Clostridium autoethanogenum
0.040726896,0.9592731,-1,XBS28579.1,Unavailable,Clostridium autoethanogenum
0.99931884,0.000681186,-1,XBS28575.1,Unavailable,Clostridium autoethanogenum
0.99555945,0.00444048,-1,XBS28567.1,Unavailable,Clostridium autoethanogenum
0.9992059,0.0007941743,-1,XBS28607.1,Unavailable,Clostridium autoethanogenum
0.99899524,0.0010048087,-1,XBS28606.1,Unavailable,Clostridium autoethanogenum
0.99908113,0.00091884774,-1,XBS28601.1,Unavailable,Clostridium autoethanogenum
0.7638164,0.23618354,-1,XBS28590.1,Unavailable,Clostridium autoethanogenum
0.9987268,0.0012732337,-1,XBS28604.1,Unavailable,Clostridium autoethanogenum
0.9988581,0.0011419567,-1,XBS28603.1,Unavailable,Clostridium autoethanogenum
0.9994717,0.0005282975,-1,XBS28595.1,Unavailable,Clostridium autoethanogenum
0.99917513,0.00082484196,-1,XBS28605.1,Unavailable,Clostridium autoethanogenum
0.9984915,0.0015084125,-1,XBS28592.1,Unavailable,Clostridium autoethanogenum
0.99875486,0.0012450903,-1,XBS28587.1,Unavailable,Clostridium autoethanogenum
0.9990965,0.0009034984,-1,XBS28585.1,Unavailable,Clostridium autoethanogenum
0.9987363,0.0012636489,-1,XBS28600.1,Unavailable,Clostridium autoethanogenum
0.9978739,0.0021261321,-1,XBS28608.1,Unavailable,Clostridium autoethanogenum
0.9989116,0.0010884103,-1,XBS28588.1,Unavailable,Clostridium autoethanogenum
0.9994968,0.0005032046,-1,XBS28593.1,Unavailable,Clostridium autoethanogenum
0.9995629,0.00043702638,-1,XBS28597.1,Unavailable,Clostridium autoethanogenum
0.99811697,0.001883001,-1,XBS28598.1,Unavailable,Clostridium autoethanogenum
0.06750592,0.9324941,-1,XBS28594.1,Unavailable,Clostridium autoethanogenum
0.99896264,0.0010373425,-1,XBS28591.1,Unavailable,Clostridium autoethanogenum
0.9993304,0.0006696027,-1,XBS28602.1,Unavailable,Clostridium autoethanogenum
0.9983065,0.0016934692,-1,XBS28599.1,Unavailable,Clostridium autoethanogenum
0.9981628,0.0018371509,-1,XBS28596.1,Unavailable,Clostridium autoethanogenum
0.9979469,0.00205312,-1,XBS28584.1,Unavailable,Clostridium autoethanogenum
0.99897385,0.001026121,-1,XBS28589.1,Unavailable,Clostridium autoethanogenum
0.9682515,0.03174843,-1,XBS28586.1,Unavailable,Clostridium autoethanogenum
0.9994491,0.0005508703,-1,XBS28613.1,Unavailable,Clostridium autoethanogenum
0.9994178,0.00058219314,-1,XBS28623.1,Unavailable,Clostridium autoethanogenum
0.9982633,0.001736725,-1,XBS28627.1,Unavailable,Clostridium autoethanogenum
0.99889225,0.0011077556,-1,XBS28619.1,Unavailable,Clostridium autoethanogenum
0.99903107,0.00096890685,-1,XBS28615.1,Unavailable,Clostridium autoethanogenum
0.9988739,0.0011260614,-1,XBS28629.1,Unavailable,Clostridium autoethanogenum
0.99655366,0.0034463427,-1,XBS28618.1,Unavailable,Clostridium autoethanogenum
0.99859196,0.0014080051,-1,XBS28611.1,Unavailable,Clostridium autoethanogenum
0.9985649,0.0014351404,-1,XBS28616.1,Unavailable,Clostridium autoethanogenum
0.9982095,0.0017905196,-1,XBS28609.1,Unavailable,Clostridium autoethanogenum
0.99872166,0.0012783182,-1,XBS28630.1,Unavailable,Clostridium autoethanogenum
0.99846846,0.0015314724,-1,XBS28612.1,Unavailable,Clostridium autoethanogenum
0.9995859,0.00041405563,-1,XBS28628.1,Unavailable,Clostridium autoethanogenum
0.9985331,0.001466845,-1,XBS28610.1,Unavailable,Clostridium autoethanogenum
0.99916565,0.00083433534,-1,XBS30291.1,Unavailable,Clostridium autoethanogenum
0.9923809,0.007619013,-1,XBS28626.1,Unavailable,Clostridium autoethanogenum
0.99593025,0.0040697646,-1,XBS28617.1,Unavailable,Clostridium autoethanogenum
0.99923885,0.0007612043,-1,XBS28631.1,Unavailable,Clostridium autoethanogenum
0.9979729,0.00202706,-1,XBS28621.1,Unavailable,Clostridium autoethanogenum
0.99938774,0.0006122032,-1,XBS28620.1,Unavailable,Clostridium autoethanogenum
0.9983941,0.0016059659,-1,XBS30290.1,Unavailable,Clostridium autoethanogenum
0.99865013,0.0013498332,-1,XBS28614.1,Unavailable,Clostridium autoethanogenum
0.9990675,0.00093252567,-1,XBS28625.1,Unavailable,Clostridium autoethanogenum
0.9985092,0.0014907176,-1,XBS28622.1,Unavailable,Clostridium autoethanogenum
0.9994142,0.0005858207,-1,XBS28624.1,Unavailable,Clostridium autoethanogenum
0.99949944,0.00050052925,-1,XBS28638.1,Unavailable,Clostridium autoethanogenum
0.9991774,0.0008225842,-1,XBS28650.1,Unavailable,Clostridium autoethanogenum
0.9992274,0.00077264867,-1,XBS28649.1,Unavailable,Clostridium autoethanogenum
0.99929273,0.00070722593,-1,XBS28637.1,Unavailable,Clostridium autoethanogenum
0.9991043,0.0008956471,-1,XBS28633.1,Unavailable,Clostridium autoethanogenum
0.9980944,0.0019056357,-1,XBS28644.1,Unavailable,Clostridium autoethanogenum
0.9991177,0.0008822968,-1,XBS28632.1,Unavailable,Clostridium autoethanogenum
0.99908006,0.00091997953,-1,XBS28648.1,Unavailable,Clostridium autoethanogenum
0.99920243,0.0007976061,-1,XBS28645.1,Unavailable,Clostridium autoethanogenum
0.999275,0.00072493096,-1,XBS28651.1,Unavailable,Clostridium autoethanogenum
0.9988771,0.001122931,-1,XBS28647.1,Unavailable,Clostridium autoethanogenum
0.9990258,0.00097422244,-1,XBS28653.1,Unavailable,Clostridium autoethanogenum
0.9989594,0.0010405156,-1,XBS28636.1,Unavailable,Clostridium autoethanogenum
0.9991303,0.0008696602,-1,XBS28656.1,Unavailable,Clostridium autoethanogenum
0.9992824,0.000717635,-1,XBS28643.1,Unavailable,Clostridium autoethanogenum
0.99920875,0.00079128036,-1,XBS28646.1,Unavailable,Clostridium autoethanogenum
0.99799335,0.0020066304,-1,XBS28652.1,Unavailable,Clostridium autoethanogenum
0.9995623,0.00043772018,-1,XBS28634.1,Unavailable,Clostridium autoethanogenum
0.9990569,0.00094314094,-1,XBS28639.1,Unavailable,Clostridium autoethanogenum
0.99647814,0.0035218145,-1,XBS28640.1,Unavailable,Clostridium autoethanogenum
0.99601424,0.0039857742,-1,XBS28641.1,Unavailable,Clostridium autoethanogenum
0.998697,0.0013030102,-1,XBS28635.1,Unavailable,Clostridium autoethanogenum
0.9988175,0.0011824239,-1,XBS28642.1,Unavailable,Clostridium autoethanogenum
0.9992028,0.00079724594,-1,XBS28654.1,Unavailable,Clostridium autoethanogenum
0.9998373,0.00016268132,-1,XBS28655.1,Unavailable,Clostridium autoethanogenum
0.9968976,0.003102431,-1,XBS28658.1,Unavailable,Clostridium autoethanogenum
0.99928963,0.00071033917,-1,XBS28674.1,Unavailable,Clostridium autoethanogenum
0.9977228,0.0022771473,-1,XBS28663.1,Unavailable,Clostridium autoethanogenum
0.99909246,0.0009075522,-1,XBS28672.1,Unavailable,Clostridium autoethanogenum
0.9993073,0.00069277006,-1,XBS28667.1,Unavailable,Clostridium autoethanogenum
0.99916553,0.0008344598,-1,XBS28665.1,Unavailable,Clostridium autoethanogenum
0.99846244,0.0015375348,-1,XBS28669.1,Unavailable,Clostridium autoethanogenum
0.9984444,0.001555696,-1,XBS28657.1,Unavailable,Clostridium autoethanogenum
0.99885464,0.0011453327,-1,XBS28671.1,Unavailable,Clostridium autoethanogenum
0.996431,0.0035689722,-1,XBS28677.1,Unavailable,Clostridium autoethanogenum
0.99863106,0.0013689112,-1,XBS28664.1,Unavailable,Clostridium autoethanogenum
0.99933416,0.0006657631,-1,XBS28678.1,Unavailable,Clostridium autoethanogenum
0.99744594,0.0025540625,-1,XBS28670.1,Unavailable,Clostridium autoethanogenum
0.99927026,0.00072970625,-1,XBS28666.1,Unavailable,Clostridium autoethanogenum
0.99922836,0.00077168905,-1,XBS30294.1,Unavailable,Clostridium autoethanogenum
0.99880934,0.0011906736,-1,XBS28673.1,Unavailable,Clostridium autoethanogenum
0.9993979,0.0006021411,-1,XBS28659.1,Unavailable,Clostridium autoethanogenum
0.99822146,0.0017785878,-1,XBS28668.1,Unavailable,Clostridium autoethanogenum
0.9992243,0.0007756695,-1,XBS30293.1,Unavailable,Clostridium autoethanogenum
0.9992254,0.00077461556,-1,XBS28675.1,Unavailable,Clostridium autoethanogenum
0.99938476,0.00061523396,-1,XBS28662.1,Unavailable,Clostridium autoethanogenum
0.967455,0.032544956,-1,XBS28676.1,Unavailable,Clostridium autoethanogenum
0.99946326,0.000536809,-1,XBS28661.1,Unavailable,Clostridium autoethanogenum
0.99912506,0.00087494263,-1,XBS28660.1,Unavailable,Clostridium autoethanogenum
0.9946997,0.005300313,-1,XBS30292.1,Unavailable,Clostridium autoethanogenum
0.99853384,0.0014661764,-1,XBS28695.1,Unavailable,Clostridium autoethanogenum
0.9986197,0.0013802901,-1,XBS28697.1,Unavailable,Clostridium autoethanogenum
0.99821305,0.0017869802,-1,XBS28694.1,Unavailable,Clostridium autoethanogenum
0.9988422,0.0011578198,-1,XBS28696.1,Unavailable,Clostridium autoethanogenum
0.9979603,0.00203967,-1,XBS28689.1,Unavailable,Clostridium autoethanogenum
0.9989643,0.0010356834,-1,XBS28702.1,Unavailable,Clostridium autoethanogenum
0.9984327,0.0015673155,-1,XBS28680.1,Unavailable,Clostridium autoethanogenum
0.9988255,0.001174514,-1,XBS28692.1,Unavailable,Clostridium autoethanogenum
0.998444,0.0015559794,-1,XBS28698.1,Unavailable,Clostridium autoethanogenum
0.9979214,0.0020786636,-1,XBS28683.1,Unavailable,Clostridium autoethanogenum
0.99842995,0.0015699859,-1,XBS28699.1,Unavailable,Clostridium autoethanogenum
0.9993709,0.00062909175,-1,XBS28686.1,Unavailable,Clostridium autoethanogenum
0.9994074,0.00059256045,-1,XBS28693.1,Unavailable,Clostridium autoethanogenum
0.99925405,0.0007459251,-1,XBS28682.1,Unavailable,Clostridium autoethanogenum
0.9985405,0.0014594799,-1,XBS28679.1,Unavailable,Clostridium autoethanogenum
0.9961981,0.003801878,-1,XBS28690.1,Unavailable,Clostridium autoethanogenum
0.99870265,0.0012972867,-1,XBS30295.1,Unavailable,Clostridium autoethanogenum
0.9911016,0.008898379,-1,XBS28688.1,Unavailable,Clostridium autoethanogenum
0.9995535,0.00044646,-1,XBS28687.1,Unavailable,Clostridium autoethanogenum
0.9966054,0.0033946193,-1,XBS28701.1,Unavailable,Clostridium autoethanogenum
0.99950945,0.0004905065,-1,XBS28691.1,Unavailable,Clostridium autoethanogenum
0.9993467,0.0006533695,-1,XBS28685.1,Unavailable,Clostridium autoethanogenum
0.99883157,0.0011684563,-1,XBS28681.1,Unavailable,Clostridium autoethanogenum
0.9988305,0.0011694544,-1,XBS28700.1,Unavailable,Clostridium autoethanogenum
0.9990101,0.0009899286,-1,XBS28684.1,Unavailable,Clostridium autoethanogenum
0.99799395,0.0020060337,-1,XBS28720.1,Unavailable,Clostridium autoethanogenum
